"","words","emotion","value"
"1916","ascent","INSPIRED",0.370414456
"1917","ascertain","SAD",0.192809883
"1918","ascetic","INSPIRED",0.488718821
"1919","ascetic","AFRAID",0.125
"1920","asceticism","DONT_CARE",0.520578568
"1921","asch","AMUSED",0.378971278
"1922","ascot","DONT_CARE",0.396105758
"1923","ascribe","INSPIRED",0.24614115
"1924","ascription","HAPPY",0.496447495
"1925","asean","HAPPY",0.162226151
"1926","aseptic","ANGRY",0.477485645
"1927","asexual","INSPIRED",0.486735953
"1928","asgard","DONT_CARE",0.364395813
"1929","ash","AFRAID",0.296709364
"1930","ashamed","INSPIRED",0.317860249
"1931","ashcan","AMUSED",0.765622433
"1932","ashe","HAPPY",0.569538283
"1933","ashen","ANGRY",0.612258086
"1934","ashore","AFRAID",0.360275679
"1935","ashram","INSPIRED",0.499621785
"1936","ashton","DONT_CARE",0.225990709
"1937","ashtray","INSPIRED",0.383940783
"1938","asia","INSPIRED",0.156541034
"1939","asian","INSPIRED",0.170380382
"1940","asian","INSPIRED",0.402027787
"1941","asiatic","INSPIRED",0.651651072
"1942","aside","AMUSED",0.219601434
"1943","aside","HAPPY",0.15430118
"1944","asin","ANGRY",0.313090448
"1945","asio","AMUSED",0.404064737
"1946","ask","ANGRY",0.1767045
"1947","askew","DONT_CARE",0.424844013
"1948","asking","ANGRY",0.240474793
"1949","asl","AFRAID",0.828280524
"1950","asleep","INSPIRED",0.195198323
"1951","asp","SAD",0.578433927
"1952","asparagus","AMUSED",0.73913321
"1953","aspect","AMUSED",0.191478223
"1954","aspen","SAD",0.57040653
"1955","aspersion","ANNOYED",0.418544232
"1956","asphalt","ANNOYED",0.260947443
"1957","asphalt","AMUSED",0.467573253
"1958","asphyxia","SAD",0.418625689
"1959","asphyxiate","AFRAID",0.125
"1960","asphyxiation","SAD",0.675675988
"1961","aspirant","ANNOYED",0.201522981
"1962","aspiration","INSPIRED",0.17704927
"1963","aspire","INSPIRED",0.220598242
"1964","aspirin","AMUSED",0.298069894
"1965","aspiring","INSPIRED",0.232614532
"1966","ass","AMUSED",0.216132548
"1967","assail","DONT_CARE",0.207409413
"1968","assailant","ANGRY",0.250266219
"1969","assam","SAD",0.608123118
"1970","assassin","ANGRY",0.211690545
"1971","assassinate","SAD",0.255342253
"1972","assassinated","AMUSED",0.307993725
"1973","assassination","ANGRY",0.210006255
"1974","assault","ANGRY",0.232187224
"1975","assault","ANGRY",0.433963006
"1976","assay","AFRAID",0.125
"1977","assemblage","INSPIRED",0.751695275
"1978","assemble","DONT_CARE",0.163903367
"1979","assembler","HAPPY",0.359228664
"1980","assembling","HAPPY",1
"1981","assembly","AFRAID",0.209413107
"1982","assemblyman","ANNOYED",0.378529873
"1983","assemblywoman","ANGRY",0.510856357
"1984","assent","HAPPY",0.477184682
"1985","assert","ANGRY",0.219458055
"1986","assertion","ANGRY",0.204607558
"1987","assertive","AFRAID",0.237423291
"1988","assertively","ANGRY",0.41221376
"1989","assertiveness","ANNOYED",0.315842446
"1990","assess","SAD",0.159000595
"1991","assessment","AFRAID",0.19065202
"1992","assessor","DONT_CARE",0.595122762
"1993","asset","ANGRY",0.193375211
"1994","assets","ANGRY",0.273925882
"1995","asshole","SAD",0.324236518
"1996","assiduous","INSPIRED",0.651177823
"1997","assiduously","ANNOYED",0.363129803
"1998","assign","ANGRY",0.203838188
"1999","assignable","HAPPY",1
"2000","assigned","ANNOYED",0.17122276
"2001","assignee","ANGRY",0.752080276
"2002","assigning","SAD",0.394465188
"2003","assignment","INSPIRED",0.243740251
"2004","assimilate","SAD",0.276597831
"2005","assimilation","AMUSED",0.386292309
"2006","assist","HAPPY",0.292718977
"2007","assist","SAD",0.228276786
"2008","assistance","SAD",0.216068652
"2009","assistant","AFRAID",0.161035962
"2010","assistant","DONT_CARE",0.160809728
"2011","assisted","INSPIRED",0.256211876
"2012","assistive","HAPPY",1
"2013","associate","ANGRY",0.236240189
"2014","associate","ANGRY",0.244912933
"2015","associate","ANNOYED",0.149098152
"2016","association","HAPPY",0.152132606
"2017","associative","ANNOYED",0.315281972
"2018","assort","AMUSED",1
"2019","assorted","ANGRY",0.261289199
"2020","assortment","HAPPY",0.336155693
"2021","assuage","AMUSED",0.227275994
"2022","assume","ANNOYED",0.16161778
"2023","assumed","AFRAID",0.52464832
"2024","assumption","ANNOYED",0.168819379
"2025","assurance","ANNOYED",0.182562725
"2026","assure","ANGRY",0.171585027
"2027","assured","HAPPY",0.227707125
"2028","assyrian","AMUSED",0.517765805
"2029","astaire","INSPIRED",0.871032366
"2030","astana","SAD",0.950845828
"2031","asterisk","HAPPY",1
"2032","asteroid","AMUSED",0.489451863
"2033","asteroid","AMUSED",0.389856565
"2034","asthma","HAPPY",0.26822249
"2035","asthmatic","INSPIRED",0.749097155
"2036","astonish","INSPIRED",0.411306728
"2037","astonished","INSPIRED",0.430876086
"2038","astonishing","AMUSED",0.257695299
"2039","astonishingly","AMUSED",0.440290961
"2040","astonishment","AMUSED",0.350518554
"2041","astor","AMUSED",0.700006134
"2042","astound","INSPIRED",0.422357731
"2043","astounded","INSPIRED",0.795345352
"2044","astounding","SAD",0.281022129
"2045","astragalus","HAPPY",1
"2046","astral","HAPPY",1
"2047","astray","INSPIRED",0.437281179
"2048","astride","DONT_CARE",0.399088992
"2049","astrobiology","INSPIRED",0.265977081
"2050","astrodome","HAPPY",0.740031305
"2051","astrolabe","SAD",0.756590186
"2052","astrologer","DONT_CARE",0.262082102
"2053","astrological","AMUSED",0.191306123
"2054","astrology","AMUSED",0.234745822
"2055","astronaut","AMUSED",0.21293148
"2056","astronautics","AMUSED",0.755701295
"2057","astronomer","AMUSED",0.284537648
"2058","astronomical","AFRAID",0.434777702
"2059","astronomy","AMUSED",0.30287769
"2060","astrophysical","AMUSED",0.457323715
"2061","astrophysicist","AMUSED",0.369252136
"2062","astrophysics","AMUSED",0.338214868
"2063","astute","DONT_CARE",0.264823271
"2064","astutely","ANNOYED",0.655911607
"2065","astuteness","INSPIRED",0.664088846
"2066","asuncion","SAD",0.29372188
"2067","aswan","AMUSED",1
"2068","asylum","INSPIRED",0.193403381
"2069","asymmetric","ANNOYED",0.248165392
"2070","asymmetrical","DONT_CARE",0.487712202
"2071","at","AMUSED",0.401733812
"2072","at-bat","ANGRY",0.502781416
"2073","ataturk","SAD",0.521387674
"2074","ate","INSPIRED",0.353476433
"2075","atelier","HAPPY",0.667523323
"2076","atf","DONT_CARE",0.409738153
"2077","athar","SAD",0.89503408
"2078","atheism","INSPIRED",0.551684388
"2079","atheist","ANGRY",0.66508171
"2080","atheist","INSPIRED",0.256903785
"2081","atheistic","SAD",0.4003608
"2082","athena","AMUSED",0.321440264
"2083","athenian","INSPIRED",0.972213082
"2084","athenian","SAD",1
"2085","athens","SAD",0.281412383
"2086","atherosclerosis","HAPPY",0.417780805
"2087","athlete","INSPIRED",0.297464553
"2088","athletic","DONT_CARE",0.21109613
"2089","athleticism","INSPIRED",0.2459622
"2090","athletics","INSPIRED",0.263668654
"2091","athos","HAPPY",1
"2092","ativan","AMUSED",1
"2093","atlanta","HAPPY",0.225668554
"2094","atlantic","ANNOYED",0.350730148
"2095","atlantic","DONT_CARE",0.210315156
"2096","atlantis","HAPPY",0.390761708
"2097","atlas","INSPIRED",0.268380409
"2098","atm","ANGRY",0.353104169
"2099","atmosphere","AFRAID",0.210075367
"2100","atmospheric","AFRAID",0.505999147
"2101","atmospherics","ANNOYED",0.560104434
"2102","atole","HAPPY",1
"2103","atoll","ANGRY",0.461430046
"2104","atom","AMUSED",0.502768165
"2105","atomic","AFRAID",0.297827922
"2106","aton","HAPPY",1
"2107","atone","ANGRY",0.286829925
"2108","atonement","HAPPY",1
"2109","atop","ANNOYED",0.168921598
"2110","atp","HAPPY",0.437361817
"2111","atresia","INSPIRED",0.863070291
"2112","atrium","DONT_CARE",0.284404489
"2113","atrocious","SAD",0.272832185
"2114","atrociously","AMUSED",0.429813154
"2115","atrocity","ANGRY",0.219288722
"2116","atrophy","DONT_CARE",0.418591134
"2117","atrophy","DONT_CARE",0.230807904
"2118","attach","ANGRY",0.249152412
"2119","attache","SAD",0.35840483
"2120","attached","ANGRY",0.222840801
"2121","attachment","INSPIRED",0.325619601
"2122","attack","AFRAID",0.256771815
"2123","attack","ANGRY",0.242299419
"2124","attacker","ANGRY",0.3077986
"2125","attacking","HAPPY",0.257328437
"2126","attain","HAPPY",0.225429334
"2127","attainable","AFRAID",0.23148577
"2128","attainder","INSPIRED",0.596154414
"2129","attained","AFRAID",0.780874488
"2130","attainment","INSPIRED",0.247976438
"2131","attempt","ANGRY",0.14908509
"2132","attempt","ANGRY",0.170101991
"2133","attempted","ANGRY",0.262728059
"2134","attend","ANNOYED",0.16149429
"2135","attendance","ANGRY",0.233700929
"2136","attendant","ANGRY",0.960852305
"2137","attendant","ANGRY",0.166206513
"2138","attended","ANGRY",0.370388327
"2139","attendee","AMUSED",0.384877728
"2140","attending","ANNOYED",0.542038117
"2141","attention","INSPIRED",0.168776152
"2142","attentive","INSPIRED",0.312019896
"2143","attentively","HAPPY",0.326592604
"2144","attentiveness","ANGRY",0.68889344
"2145","attenuation","AMUSED",0.437815431
"2146","attest","ANNOYED",0.18341113
"2147","attestation","AFRAID",0.717955155
"2148","attic","AFRAID",0.333248019
"2149","atticus","INSPIRED",0.508748865
"2150","attila","AMUSED",0.393223178
"2151","attire","INSPIRED",0.282123636
"2152","attire","ANGRY",0.469556729
"2153","attitude","INSPIRED",0.252541898
"2154","attitudinal","AMUSED",0.616701424
"2155","attorney","ANGRY",0.195624119
"2156","attract","INSPIRED",0.16121866
"2157","attraction","AMUSED",0.224761055
"2158","attractive","INSPIRED",0.210242558
"2159","attractively","SAD",1
"2160","attractiveness","AMUSED",0.494130484
"2161","attributable","HAPPY",0.312913724
"2162","attribute","AMUSED",0.255702555
"2163","attribute","HAPPY",0.177175737
"2164","attribution","ANGRY",0.393753575
"2165","attrition","AFRAID",0.28205861
"2166","attritional","HAPPY",0.463704762
"2167","attune","ANNOYED",0.244222345
"2168","atypical","INSPIRED",0.192683004
"2169","au","HAPPY",0.300327885
"2170","aubergine","AMUSED",1
"2171","auburn","SAD",1
"2172","auchincloss","SAD",1
"2173","auckland","AMUSED",0.45144032
"2174","auction","AFRAID",0.217649905
"2175","auction","AFRAID",0.348035121
"2176","auctioneer","AMUSED",0.668950841
"2177","auctioneer","AMUSED",0.868976667
"2178","audacious","HAPPY",0.312526482
"2179","audacity","AMUSED",0.289296628
"2180","auden","AMUSED",0.393139127
"2181","audibility","AMUSED",0.437815431
"2182","audible","AMUSED",0.333375146
"2183","audibly","SAD",0.387074467
"2184","audience","INSPIRED",0.218997663
"2185","audio","AMUSED",0.181232084
"2186","audiotape","AFRAID",0.125
"2187","audiovisual","AFRAID",0.125
"2188","audit","ANGRY",0.267075353
"2189","audit","ANNOYED",0.238986006
"2190","audition","DONT_CARE",0.291538886
"2191","audition","INSPIRED",0.256722879
"2192","auditor","ANGRY",0.324681593
"2193","auditorium","INSPIRED",0.316392825
"2194","auditory","AMUSED",0.376950141
"2195","aug","AFRAID",0.171621007
"2196","augean","DONT_CARE",0.672552438
"2197","augment","ANGRY",0.203950336
"2198","augmentation","ANGRY",0.364029776
"2199","augmented","AMUSED",0.381611806
"2200","augur","ANNOYED",0.3057413
"2201","augur","AMUSED",0.225968833
"2202","august","DONT_CARE",0.706366123
"2203","august","SAD",0.206984092
"2204","augusta","ANNOYED",0.607578856
"2205","augustan","SAD",1
"2206","augustine","AFRAID",0.367162804
"2207","augustinian","DONT_CARE",0.41148016
"2208","augustus","SAD",0.372938551
"2209","aunt","ANGRY",0.249273839
"2210","auntie","ANNOYED",0.731183348
"2211","aura","DONT_CARE",0.235230045
"2212","aural","AMUSED",0.308245332
"2213","aurally","HAPPY",0.34219922
"2214","aurelius","HAPPY",0.246469378
"2215","aurora","AFRAID",0.207896803
"2216","auschwitz","SAD",0.551593734
"2217","auspice","ANNOYED",0.307384891
"2218","auspicious","DONT_CARE",0.198511341
"2219","aussie","ANGRY",0.294606811
"2220","austen","INSPIRED",0.612498646
"2221","austere","INSPIRED",0.401838757
"2222","austerity","AFRAID",0.360312131
"2223","austin","DONT_CARE",0.21863787
"2224","austral","ANGRY",0.282073248
"2225","australasia","HAPPY",0.327041563
"2226","australasian","DONT_CARE",0.399860027
"2227","australia","AMUSED",0.166668286
"2228","australian","HAPPY",0.159623957
"2229","australian","AMUSED",0.199911826
"2230","austria","AFRAID",0.158620005
"2231","austrian","SAD",0.239048119
"2232","austrian","INSPIRED",0.403761472
"2233","auteur","INSPIRED",0.601779336
"2234","authentic","INSPIRED",0.19389255
"2235","authentically","AMUSED",0.41489597
"2236","authenticate","ANNOYED",0.367129345
"2237","authenticated","HAPPY",0.44009114
"2238","authentication","AFRAID",0.244940905
"2239","authenticity","ANGRY",0.246253554
"2240","author","INSPIRED",0.190234876
"2241","author","ANNOYED",0.258246578
"2242","authorisation","DONT_CARE",0.475165051
"2243","authorise","AFRAID",0.268909443
"2244","authorised","HAPPY",0.42683361
"2245","authoritarian","ANNOYED",0.29735317
"2246","authoritarianism","DONT_CARE",0.224845392
"2247","authoritative","SAD",0.190286448
"2248","authorities","SAD",0.367941523
"2249","authority","ANGRY",0.187402898
"2250","authorization","DONT_CARE",0.304787022
"2251","authorize","ANGRY",0.277875042
"2252","authorized","AMUSED",0.189059175
"2253","authorizer","HAPPY",0.60673161
"2254","authorship","ANGRY",0.427007167
"2255","autism","DONT_CARE",0.548552515
"2256","autistic","INSPIRED",0.588241324
"2257","auto","DONT_CARE",0.260085822
"2258","autobiographic","INSPIRED",0.752625177
"2259","autobiographical","DONT_CARE",0.437807424
"2260","autobiography","AMUSED",0.168709416
"2261","autoclave","ANGRY",0.492449886
"2262","autocracy","INSPIRED",0.395006631
"2263","autocrat","ANGRY",0.508872891
"2264","autocratic","AFRAID",0.35998381
"2265","autograph","INSPIRED",0.307746369
"2266","autograph","ANNOYED",0.505693308
"2267","autographed","AMUSED",0.373316168
"2268","autoimmune","AFRAID",0.652912707
"2269","automaker","SAD",0.186991268
"2270","automate","ANNOYED",0.174561385
"2271","automated","ANNOYED",0.214190503
"2272","automatic","ANGRY",0.193533756
"2273","automatic","SAD",0.232452265
"2274","automatically","ANNOYED",0.191408917
"2275","automation","ANNOYED",0.334653329
"2276","automaton","HAPPY",0.388916327
"2277","automobile","HAPPY",0.278996948
"2278","automotive","DONT_CARE",0.248708668
"2279","autonomous","ANGRY",0.162086757
"2280","autonomy","ANNOYED",0.224611769
"2281","autopilot","INSPIRED",0.8300627
"2282","autopsy","SAD",0.391104405
"2283","autopsy","ANNOYED",0.257857069
"2284","autosomal","INSPIRED",0.881639344
"2285","autumn","DONT_CARE",0.27851716
"2286","autumnal","HAPPY",1
"2287","auvergne","AMUSED",0.811356528
"2288","auxiliary","ANGRY",0.236161224
"2289","auxiliary","DONT_CARE",0.248944787
"2290","avail","SAD",0.246490167
"2291","avail","ANGRY",0.21444329
"2292","availability","AFRAID",0.186348408
"2293","available","DONT_CARE",0.155339471
"2294","avalanche","SAD",0.442959522
"2295","avalanche","AMUSED",0.658453014
"2296","avant-garde","DONT_CARE",0.477030525
"2297","avant-garde","DONT_CARE",0.360309005
"2298","avarice","INSPIRED",0.92406867
"2299","avaricious","ANGRY",0.636172619
"2300","avatar","INSPIRED",0.26358011
"2301","avena","HAPPY",1
"2302","avenge","SAD",0.218085168
"2303","avenger","AMUSED",0.424245156
"2304","avenue","HAPPY",0.162560189
"2305","aver","SAD",0.317896288
"2306","average","AFRAID",0.158122623
"2307","average","AFRAID",0.180594741
"2308","average","HAPPY",0.224543358
"2309","averse","SAD",0.311301879
"2310","aversion","SAD",0.329700885
"2311","avert","AFRAID",0.22347541
"2312","averting","AFRAID",0.537296739
"2313","aves","HAPPY",0.594354144
"2314","avian","AFRAID",0.832067262
"2315","aviary","AMUSED",0.765622433
"2316","aviation","HAPPY",0.186986967
"2317","aviator","AMUSED",0.233425981
"2318","aviatrix","AMUSED",0.624410488
"2319","avid","HAPPY",0.269346215
"2320","avidly","ANNOYED",0.386546851
"2321","avignon","AFRAID",0.435716679
"2322","avo","ANNOYED",0.622625326
"2323","avocado","SAD",0.385293908
"2324","avoid","AFRAID",0.162559393
"2325","avoidable","ANNOYED",0.273591184
"2326","avoidance","HAPPY",0.195906404
"2327","avon","DONT_CARE",0.283907601
"2328","avow","DONT_CARE",0.392077383
"2329","avowed","ANGRY",0.257218972
"2330","avowedly","AMUSED",0.332212143
"2331","avuncular","AMUSED",0.317498258
"2332","await","SAD",0.154346326
"2333","awaited","HAPPY",0.283191527
"2334","awake","INSPIRED",0.39247806
"2335","awake","INSPIRED",0.25068196
"2336","awaken","INSPIRED",0.271040952
"2337","awakening","DONT_CARE",0.346159831
"2338","award","HAPPY",0.225696939
"2339","award","INSPIRED",0.168342903
"2340","award-winning","INSPIRED",0.207120745
"2341","awarding","HAPPY",0.250994819
"2342","aware","INSPIRED",0.157001961
"2343","awareness","INSPIRED",0.256236829
"2344","awash","HAPPY",0.310471665
"2345","away","INSPIRED",0.267724333
"2346","away","SAD",0.221531059
"2347","awe","INSPIRED",0.375592179
"2348","awe","INSPIRED",0.407902996
"2349","awe-inspiring","INSPIRED",0.438551049
"2350","awed","SAD",0.330574055
"2351","awesome","AMUSED",0.225178486
"2352","awestruck","HAPPY",0.343519776
"2353","awful","SAD",0.256016948
"2354","awfully","INSPIRED",0.279485384
"2355","awhile","ANGRY",0.215825325
"2356","awkward","AMUSED",0.195515934
"2357","awkwardly","SAD",0.329767446
"2358","awkwardness","ANNOYED",0.284403746
"2359","awning","AFRAID",1
"2360","awol","ANNOYED",0.582765664
"2361","awol","ANNOYED",0.50606841
"2362","awry","HAPPY",0.632575538
"2363","awry","AMUSED",0.468902117
"2364","ax","ANGRY",0.583261933
"2365","axe","INSPIRED",0.271610343
"2366","axe","AFRAID",0.453168566
"2367","axiomatic","INSPIRED",0.723808604
"2368","axis","AMUSED",0.307017032
"2369","axle","ANNOYED",0.613357091
"2370","axolotl","AMUSED",0.758307311
"2371","ayatollah","SAD",0.30729292
"2372","ayr","INSPIRED",0.569694796
"2373","ayurveda","INSPIRED",0.563015091
"2374","az","SAD",1
"2375","azalea","ANNOYED",1
"2376","azerbaijan","AFRAID",0.418980041
"2377","azerbaijani","AFRAID",0.830879686
"2378","azeri","AMUSED",0.526487634
"2379","azores","HAPPY",0.630857252
"2380","aztec","INSPIRED",0.674224819
"2381","azure","AFRAID",0.341833422
"2382","azure","AMUSED",0.406855124
"2383","b","HAPPY",0.179229709
"2384","b-52","AFRAID",0.425971346
"2385","ba","DONT_CARE",0.215792879
"2386","baa","INSPIRED",0.619366764
"2387","baas","ANGRY",0.829413222
"2388","baba","ANGRY",0.426454583
"2389","babar","DONT_CARE",0.739095153
"2390","babble","HAPPY",0.571206571
"2391","babble","INSPIRED",0.844462129
"2392","babe","SAD",0.391503613
"2393","babel","DONT_CARE",0.369168172
"2394","baby","AMUSED",0.206683598
"2395","baby","ANGRY",0.3266243
"2396","baby-faced","DONT_CARE",0.426163717
"2397","baby-sit","SAD",0.418749827
"2398","babysitter","AFRAID",0.218547061
"2399","baccalaureate","AFRAID",0.377038827
"2400","baccarat","DONT_CARE",0.43506125
